Date,;Region,;Trigger,;Weak Layer,Depth_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates
2010-01-23,Salt Lake,Snowboarder,Facets,30,7200.0,Northwest,9200.0,"40.606720000000, -111.575346000000"
2010-01-22,Salt Lake,Snowboarder,Unknown,30,10800.0,Northwest,9100.0,"40.606948000000, -111.575432000000"
2010-01-23,Logan,Natural,Unknown,60,30000.0,Northeast,6000.0,"41.679675000000, -112.006774000000"
2010-01-23,Salt Lake,Skier,Facets,60,9600.0,Northeast,9800.0,"40.613594000000, -111.668816000000"
2010-01-23,Salt Lake,Skier,Unknown,24,600.0,Southwest,9600.0,"40.657099000000, -111.604374000000"
2010-01-23,Ogden,Unknown,Unknown,10,120.0,Unknown,5800.0,"0.000000000000, 0.000000000000"
2010-01-24,Salt Lake,Skier,Facets,36,9600.0,North,9600.0,"40.655183000000, -111.611180000000"
2010-01-24,Logan,Natural,Unknown,30,4200.0,Northeast,6000.0,"41.837755000000, -111.596804000000"
2010-01-24,Logan,Unknown,Facets,24,840.0,West,6800.0,"41.949437000000, -111.544747000000"
2010-01-24,Salt Lake,Unknown,Facets,18,4877.728916841,East,1177.9061883621,"0.000000000000, 0.000000000000"
2010-01-25,Salt Lake,Skier,Facets,36,12000.0,Northwest,9000.0,"0.000000000000, 0.000000000000"
2010-01-25,Salt Lake,Snowboarder,Facets,36,2400.0,East,9900.0,"0.000000000000, 0.000000000000"
2010-01-23,Logan,Natural,Facets,48,30000.0,Northeast,8500.0,"41.681053000000, -112.016344000000"
2010-01-22,Uintas,Natural,Facets,3,4200.0,North,11000.0,"40.871404000000, -110.994873000000"
2010-01-24,Uintas,Natural,Facets,36,12000.0,Northeast,9800.0,"0.000000000000, 0.000000000000"
2010-01-27,Salt Lake,Skier,Facets,36,9600.0,Northeast,9800.0,"40.673413000000, -111.670833000000"
2010-01-27,Salt Lake,Skier,Facets,42,9600.0,North,9200.0,"40.679108000000, -111.686840000000"
2010-01-25,Logan,Unknown,Facets,48,1800.0,East,8400.0,"41.901697000000, -111.645980000000"
2010-01-24,Logan,Natural,Facets,48,9600.0,North,9200.0,"41.888477000000, -111.651478000000"
2010-01-23,Salt Lake,Natural,Unknown,36,7200.0,East,9600.0,"40.541097000000, -111.635445000000"
2010-01-28,Salt Lake,Skier,Facets,36,12000.0,North,9100.0,"40.679727000000, -111.687870000000"
2010-01-27,Salt Lake,Unknown,Unknown,6,240.0,Southwest,6100.0,"40.627731000000, -111.742201000000"
2010-01-27,Salt Lake,Snowmobiler,Facets,48,4200.0,East,9600.0,"41.918373000000, -111.674566000000"
2010-01-25,Skyline,Natural,Facets,36,15000.0,Northeast,10000.0,"39.513011000000, -111.276303000000"
2010-01-28,Salt Lake,Skier,Facets,30,12000.0,Northeast,9500.0,"40.693915000000, -111.604099000000"
2010-01-23,Salt Lake,Explosive,Facets,36,9600.0,Northeast,9800.0,"40.649969000000, -111.586822000000"
2010-01-29,Provo,Snowmobiler,Facets,36,9600.0,North,10000.0,"40.581530000000, -111.568522000000"
2010-01-24,Uintas,Snowmobiler,Facets,3,4800.0,Northeast,10100.0,"40.813939000000, -110.913506000000"
2010-01-30,Salt Lake,Snowmobiler,Facets,36,1800.0,East,8300.0,"41.929001000000, -111.643749000000"
2010-01-30,Salt Lake,Snowmobiler,Facets,24,3600.0,North,8100.0,"41.928139000000, -111.635080000000"
2010-01-31,Ogden,Skier,New Snow/Old Snow Interface,6,1200.0,North,6700.0,"41.382986000000, -111.769834000000"
2010-02-01,Salt Lake,Snowboarder,Facets,48,1800.0,North,9400.0,"40.654011000000, -111.584959000000"
2010-02-01,Logan,Natural,Facets,48,3000.0,East,9500.0,"41.972605000000, -111.659074000000"
2010-02-01,Salt Lake,Unknown,Unknown,18,720.0,North,5600.0,"0.000000000000, 0.000000000000"
2010-01-31,Logan,Natural,Facets,54,27000.0,Northeast,8600.0,"41.811851000000, -111.668644000000"
2010-01-30,Logan,Snowmobiler,Facets,48,6000.0,East,9500.0,"41.711907000000, -111.716447000000"
2010-01-31,Ogden,Skier,Surface Hoar,12,4800.0,Northeast,7900.0,"0.000000000000, 0.000000000000"
2010-02-03,Salt Lake,Skier,Unknown,36,480.0,Unknown,7200.0,"0.000000000000, 0.000000000000"
2010-02-05,Provo,Skier,Facets,8,960.0,North,10300.0,"40.500356000000, -111.579123000000"
2010-02-06,Ogden,Skier,Surface Hoar,20,3600.0,Northeast,6500.0,"41.381188000000, -111.926351000000"
2010-02-06,Salt Lake,Skier,Depth Hoar,36,3000.0,North,9400.0,"0.000000000000, 0.000000000000"
2010-02-06,Logan,Snowmobiler,Facets,36,7200.0,East,8900.0,"41.698423000000, -111.693320000000"
2010-02-07,Ogden,Unknown,Surface Hoar,12,720.0,North,8000.0,"40.983559000000, -111.822796000000"
2010-02-07,Logan,Unknown,Facets,24,2400.0,Northeast,6000.0,"41.835800000000, -111.596499000000"
2010-02-07,Salt Lake,Skier,Unknown,24,21000.0,Northwest,9900.0,"40.668921000000, -111.686540000000"
2010-02-07,Logan,Snowmobiler,Facets,48,9600.0,North,9400.0,"41.716108000000, -111.704521000000"
2010-02-07,Logan,Snowmobiler,Facets,54,3000.0,Northeast,8900.0,"41.702877000000, -111.705422000000"
2010-02-07,Uintas,Snowmobiler,Facets,36,4800.0,Northeast,10400.0,"40.833814000000, -111.001396000000"
2010-02-07,Logan,Unknown,Surface Hoar,12,2400.0,North,8000.0,"41.681598000000, -111.728725000000"
2010-02-11,Logan,Snowboarder,Surface Hoar,12,8400.0,North,9200.0,"0.000000000000, 0.000000000000"
2010-02-12,Salt Lake,Skier,Surface Hoar,36,4800.0,Northeast,9000.0,"40.610238000000, -111.711473000000"
2010-02-12,Logan,Unknown,Surface Hoar,12,5400.0,North,8600.0,"41.886464000000, -111.643667000000"
2010-02-12,Salt Lake,Skier,Surface Hoar,6,9600.0,North,8800.0,"40.697001000000, -111.650401000000"
2010-02-12,Logan,Skier,Surface Hoar,12,6000.0,North,8800.0,"41.886145000000, -111.645255000000"
2010-02-12,Logan,Snowboarder,Surface Hoar,12,600.0,East,7700.0,"41.953139000000, -111.552987000000"
2010-02-13,Salt Lake,Skier,Surface Hoar,16,7200.0,Northeast,8700.0,"40.700515000000, -111.655508000000"
2010-02-13,Salt Lake,Skier,Surface Hoar,6,6000.0,Northeast,8300.0,"40.621477000000, -111.693964000000"
2010-02-13,Salt Lake,Skier,New Snow/Old Snow Interface,8,2400.0,South,10400.0,"0.000000000000, 0.000000000000"
2010-02-13,Logan,Skier,Surface Hoar,12,15000.0,North,8900.0,"41.679002000000, -111.730485000000"
2010-02-13,Salt Lake,Skier,Unknown,10,1800.0,North,8900.0,"40.661749000000, -111.638552000000"
2010-02-13,Salt Lake,Unknown,Unknown,12,3000.0,Northeast,9300.0,"40.672208000000, -111.658001000000"
2010-02-13,Salt Lake,Snowboarder,Unknown,6,4200.0,North,8500.0,"40.673152000000, -111.718383000000"
2010-02-13,Salt Lake,Skier,Surface Hoar,6,2400.0,North,9000.0,"0.000000000000, 0.000000000000"
2010-02-14,Salt Lake,Skier,Surface Hoar,12,1200.0,North,9400.0,"0.000000000000, 0.000000000000"
2010-02-14,Salt Lake,Skier,Surface Hoar,7,1200.0,Northeast,9600.0,"0.000000000000, 0.000000000000"
2010-02-14,Uintas,Unknown,Facets,24,3600.0,Northeast,10400.0,"40.846216000000, -111.064997000000"
2010-02-14,Logan,Skier,Surface Hoar,18,2400.0,Northeast,8400.0,"0.000000000000, 0.000000000000"
2010-02-15,Salt Lake,Snowboarder,Unknown,18,3000.0,North,8700.0,"41.919292000000, -111.644790000000"
2010-02-15,Logan,Skier,Surface Hoar,12,2400.0,Northeast,8200.0,"41.787697000000, -111.687784000000"
2010-02-16,Salt Lake,Unknown,Surface Hoar,24,1200.0,Northeast,10100.0,"40.593523000000, -111.608090000000"
2010-02-16,Salt Lake,Natural,Unknown,12,7200.0,Southeast,10400.0,"40.601888000000, -111.667777000000"
2010-02-17,Provo,Skier,Surface Hoar,12,8400.0,Northeast,9700.0,"0.000000000000, 0.000000000000"
2010-02-15,Logan,Snowmobiler,Surface Hoar,30,7200.0,North,8600.0,"41.679249000000, -111.748715000000"
2010-02-17,Logan,Unknown,Unknown,8,600.0,North,8800.0,"41.678928000000, -111.728717000000"
2010-02-19,Salt Lake,Skier,Surface Hoar,10,600.0,Northeast,9000.0,"40.618839000000, -111.689329000000"
2010-02-19,Uintas,Snowmobiler,Depth Hoar,36,3600.0,Northeast,10000.0,"40.802863000000, -110.970325000000"
2010-02-19,Salt Lake,Unknown,New Snow/Old Snow Interface,12,6000.0,North,9900.0,"0.000000000000, 0.000000000000"
2010-02-20,Uintas,Natural,Unknown,12,4200.0,South,11400.0,"40.692901000000, -110.906678000000"
2010-02-20,Salt Lake,Skier,Unknown,12,9600.0,Northwest,10200.0,"40.597592000000, -111.649585000000"
2010-02-20,Salt Lake,Unknown,Unknown,14,4800.0,North,10100.0,"40.595381000000, -111.652679000000"
2010-02-20,Salt Lake,Skier,Surface Hoar,15,1800.0,North,9200.0,"0.000000000000, 0.000000000000"
2010-02-20,Salt Lake,Skier,Surface Hoar,14,15000.0,North,8400.0,"0.000000000000, 0.000000000000"
2010-02-20,Ogden,Snowboarder,Unknown,18,9600.0,North,9400.0,"0.000000000000, 0.000000000000"
2010-02-19,Salt Lake,Skier,Facets,15,3000.0,Northeast,10100.0,"40.598053000000, -111.665125000000"
2010-02-21,Salt Lake,Unknown,Surface Hoar,12,3000.0,North,8800.0,"0.000000000000, 0.000000000000"
2010-02-21,Salt Lake,Skier,Surface Hoar,24,1800.0,West,8600.0,"0.000000000000, 0.000000000000"
2010-02-21,Logan,Snowmobiler,New Snow/Old Snow Interface,19,2400.0,Northeast,9400.0,"41.893476000000, -111.663687000000"
2010-02-21,Ogden,Skier,New Snow/Old Snow Interface,16,24000.0,Northeast,8900.0,"0.000000000000, 0.000000000000"
2010-02-22,Salt Lake,Skier,Surface Hoar,12,600.0,Northeast,8600.0,"0.000000000000, 0.000000000000"
2010-02-22,Provo,Skier,Surface Hoar,18,3600.0,Northeast,9600.0,"0.000000000000, 0.000000000000"
2010-02-22,Salt Lake,Skier,Unknown,12,2400.0,Northeast,8800.0,"0.000000000000, 0.000000000000"
2010-02-22,Ogden,Skier,Surface Hoar,12,6000.0,Northeast,7800.0,"0.000000000000, 0.000000000000"
2010-02-15,Logan,Natural,Surface Hoar,12,3000.0,North,8400.0,"41.888094000000, -111.640792000000"
2010-02-19,Logan,Snowmobiler,Surface Hoar,18,600.0,East,8400.0,"41.901601000000, -111.646066000000"
2010-02-19,Logan,Snowmobiler,Unknown,20,3000.0,East,9200.0,"41.910294000000, -111.663537000000"
2010-02-22,Salt Lake,Skier,Surface Hoar,20,720.0,North,9000.0,"0.000000000000, 0.000000000000"
2010-02-23,Salt Lake,Unknown,Surface Hoar,12,2400.0,North,9000.0,"0.000000000000, 0.000000000000"
2010-02-23,Uintas,Skier,Surface Hoar,12,2400.0,North,10400.0,"40.844983000000, -110.998650000000"
2010-02-23,Logan,Snowmobiler,Surface Hoar,12,2400.0,North,8700.0,"41.886523000000, -111.646131000000"
2010-02-23,Provo,Unknown,Surface Hoar,14,9600.0,Northeast,9800.0,"40.416796000000, -111.629634000000"
2010-02-24,Salt Lake,Skier,Surface Hoar,15,12000.0,North,8300.0,"0.000000000000, 0.000000000000"
2010-02-24,Salt Lake,Skier,Surface Hoar,12,2400.0,North,8500.0,"0.000000000000, 0.000000000000"
2010-02-24,Salt Lake,Unknown,Unknown,12,3600.0,Northwest,10000.0,"0.000000000000, 0.000000000000"
2010-02-25,Salt Lake,Skier,Surface Hoar,12,18000.0,Northwest,9700.0,"40.666870000000, -111.690445000000"
2010-02-25,Salt Lake,Unknown,Surface Hoar,20,600.0,West,9200.0,"0.000000000000, 0.000000000000"
2010-02-25,Salt Lake,Skier,New Snow,8,600.0,Southeast,10000.0,"40.593165000000, -111.660662000000"
2010-02-26,Salt Lake,Skier,Surface Hoar,20,9600.0,East,10200.0,"40.581888000000, -111.578221000000"
2010-02-26,Salt Lake,Snowboarder,Surface Hoar,24,1800.0,Northeast,9500.0,"0.000000000000, 0.000000000000"
2010-02-22,Logan,Skier,Surface Hoar,12,1200.0,Northwest,8200.0,"41.796144000000, -111.696281000000"
2010-02-26,Ogden,Skier,Surface Hoar,18,21000.0,North,7500.0,"0.000000000000, 0.000000000000"
2010-02-26,Logan,Snowboarder,Surface Hoar,12,600.0,East,8100.0,"41.711431000000, -111.677699000000"
2010-02-27,Uintas,Snowmobiler,Unknown,24,2100.0,East,10200.0,"40.827060000000, -110.960369000000"
2010-02-27,Uintas,Skier,Depth Hoar,30,3600.0,East,10800.0,"40.728527000000, -110.889988000000"
2010-02-27,Salt Lake,Skier,Surface Hoar,14,4800.0,Northeast,8800.0,"0.000000000000, 0.000000000000"
2010-02-27,Salt Lake,Skier,Unknown,12,600.0,North,9600.0,"0.000000000000, 0.000000000000"
2010-02-28,Logan,Natural,Unknown,12,1200.0,East,6500.0,"41.898763000000, -111.566334000000"
2010-03-01,Provo,Skier,Surface Hoar,18,6000.0,Northeast,9500.0,"0.000000000000, 0.000000000000"
2010-03-01,Salt Lake,Natural,Unknown,8,7200.0,Southeast,9700.0,"40.642382000000, -111.576505000000"
2010-02-28,Uintas,Snowmobiler,Surface Hoar,12,1800.0,Northeast,10500.0,"40.838230000000, -111.013756000000"
2010-02-28,Uintas,Snowmobiler,Surface Hoar,10,2400.0,North,10600.0,"40.845535000000, -111.017275000000"
2010-03-01,Salt Lake,Skier,Surface Hoar,30,6000.0,Southwest,9200.0,"0.000000000000, 0.000000000000"
2010-03-03,Salt Lake,Skier,Surface Hoar,24,4800.0,Northwest,9200.0,"0.000000000000, 0.000000000000"
2010-03-03,Logan,Natural,Unknown,12,12000.0,North,6700.0,"41.763630000000, -111.765718000000"
2010-02-27,Salt Lake,Skier,Unknown,24,2400.0,North,9900.0,"0.000000000000, 0.000000000000"
2010-02-27,Salt Lake,Skier,Unknown,12,4800.0,East,10000.0,"0.000000000000, 0.000000000000"
2010-02-20,Moab,Unknown,New Snow,36,18000.0,Northeast,11600.0,"38.447405000000, -109.263797000000"
2010-03-05,Logan,Skier,Surface Hoar,14,3600.0,North,8200.0,"41.713797000000, -111.735549000000"
2010-03-05,Salt Lake,Unknown,Depth Hoar,24,960.0,Northeast,8800.0,"0.000000000000, 0.000000000000"
2010-03-05,Salt Lake,Skier,Facets,24,1500.0,Northwest,9000.0,"40.702556000000, -111.659430000000"
2010-03-05,Salt Lake,Skier,Surface Hoar,20,10800.0,Northeast,8900.0,"40.609489000000, -111.710186000000"
2010-03-06,Uintas,Skier,Surface Hoar,14,1800.0,North,10000.0,"40.872507000000, -110.976677000000"
2010-03-06,Salt Lake,Skier,Density Change,8,3600.0,North,9700.0,"40.592373000000, -111.604786000000"
2010-03-06,Salt Lake,Skier,Density Change,10,720.0,Northeast,10000.0,"0.000000000000, 0.000000000000"
2010-03-05,Logan,Natural,Unknown,12,10800.0,Southwest,5700.0,"41.738235000000, -111.783421000000"
2010-03-06,Salt Lake,Unknown,Unknown,12,2400.0,Northeast,10400.0,"40.605021000000, -111.643667000000"
2010-03-06,Salt Lake,Skier,New Snow/Old Snow Interface,16,3600.0,Northeast,10200.0,"40.607371000000, -111.643925000000"
2010-03-07,Salt Lake,Skier,Surface Hoar,18,2400.0,Northwest,7800.0,"40.740104000000, -111.626930000000"
2010-03-07,Salt Lake,Skier,Facets,12,1800.0,North,10000.0,"40.626261000000, -111.669695000000"
2010-03-07,Uintas,Natural,Unknown,24,10800.0,Southwest,10400.0,"40.837710000000, -111.017404000000"
2010-03-07,Salt Lake,Skier,Surface Hoar,18,480.0,Northwest,8800.0,"0.000000000000, 0.000000000000"
2010-03-07,Provo,Skier,Facets,12,960.0,Northeast,8500.0,"40.413916000000, -111.616631000000"
2010-03-08,Salt Lake,Skier,Density Change,12,2400.0,North,9300.0,"40.559586000000, -111.726580000000"
2010-03-07,Uintas,Skier,Surface Hoar,12,2400.0,North,9600.0,"40.692191000000, -111.195846000000"
2010-03-06,Ogden,Unknown,Unknown,10,12000.0,Unknown,9000.0,"0.000000000000, 0.000000000000"
2010-03-06,Ogden,Skier,Unknown,12,6000.0,Northeast,9000.0,"0.000000000000, 0.000000000000"
2010-03-08,Uintas,Snowmobiler,Depth Hoar,30,1200.0,Northeast,10000.0,"40.872085000000, -110.973716000000"
2010-03-10,Logan,Skier,Facets,36,15000.0,West,9100.0,"41.710214000000, -111.733103000000"
2010-03-09,Salt Lake,Natural,Surface Hoar,24,7200.0,Northeast,9400.0,"40.601181000000, -111.719027000000"
2010-03-12,Salt Lake,Snowboarder,Unknown,24,4800.0,Northeast,10200.0,"40.593686000000, -111.660876000000"
2010-03-09,Provo,Snowmobiler,Unknown,30,6000.0,Southwest,10700.0,"0.000000000000, 0.000000000000"
2010-03-14,Salt Lake,Natural,Facets,36,36000.0,North,9800.0,"40.602452000000, -111.728597000000"
2010-03-14,Salt Lake,Natural,Unknown,84,12000.0,Northeast,9900.0,"40.599356000000, -111.719327000000"
2010-03-14,Uintas,Snowmobiler,Surface Hoar,22,2400.0,Northeast,10100.0,"40.833927000000, -111.002612000000"
2010-03-17,Provo,Natural,Depth Hoar,48,39000.0,East,10200.0,"40.394215000000, -111.618690000000"
2010-03-17,Skyline,Natural,Unknown,30,65543.2410577395,East,1118.2737529343,"39.496300000000, -111.156908000000"
2010-03-17,Salt Lake,Natural,Unknown,18,3000.0,Northeast,8900.0,"40.557765000000, -111.711044000000"
2010-03-27,Logan,Snowboarder,New Snow/Old Snow Interface,12,1800.0,Northeast,8900.0,"41.893652000000, -111.656971000000"
2010-03-31,Salt Lake,Skier,New Snow,8,9600.0,North,10200.0,"40.600562000000, -111.634483000000"
2010-03-31,Salt Lake,Skier,New Snow,8,6000.0,North,10000.0,"40.602647000000, -111.632252000000"
2010-03-31,Salt Lake,Natural,New Snow/Old Snow Interface,12,12000.0,North,9800.0,"40.629262000000, -111.666627000000"
2010-04-01,Logan,Skier,Unknown,16,10800.0,North,8900.0,"41.677271000000, -111.751685000000"
2010-04-02,Salt Lake,Skier,Density Change,12,4800.0,Northeast,10000.0,"40.600659000000, -111.647615000000"
2010-04-02,Salt Lake,Skier,Density Change,20,4800.0,North,10300.0,"40.608219000000, -111.668816000000"
2010-04-02,Salt Lake,Skier,Density Change,18,2400.0,North,9300.0,"0.000000000000, 0.000000000000"
2010-04-03,Salt Lake,Unknown,New Snow/Old Snow Interface,8,7200.0,Northeast,9600.0,"40.674617000000, -111.671433000000"
2010-04-03,Salt Lake,Skier,Unknown,12,1500.0,Southeast,9200.0,"0.000000000000, 0.000000000000"
2010-04-03,Provo,Natural,Unknown,24,12000.0,Northeast,10800.0,"0.000000000000, 0.000000000000"
2010-04-03,Logan,Skier,Facets,18,24000.0,North,8800.0,"41.677784000000, -111.752586000000"
2010-04-03,Logan,Unknown,Facets,36,15000.0,North,9000.0,"41.709381000000, -111.735120000000"
2010-04-03,Logan,Natural,Unknown,48,24000.0,East,8500.0,"41.672078000000, -112.026343000000"
2010-04-04,Ogden,Snowmobiler,Unknown,96,12000.0,East,9100.0,"41.050424000000, -111.844082000000"
2010-04-06,Salt Lake,Natural,New Snow/Old Snow Interface,12,10800.0,East,8300.0,"40.647173000000, -111.675854000000"
2010-04-06,Uintas,Natural,Unknown,42,4800.0,North,10600.0,"40.812250000000, -110.953331000000"
2010-04-06,Salt Lake,Unknown,Facets,36,8400.0,East,9800.0,"40.625126000000, -111.567020000000"
2010-04-06,Uintas,Natural,Depth Hoar,36,7200.0,Northwest,10000.0,"40.841996000000, -110.776520000000"
2010-04-10,Ogden,Snowmobiler,Depth Hoar,30,6000.0,East,10400.0,"40.842483000000, -111.069846000000"
2004-12-11,Ogden,Unknown,Unknown,48,9600.0,Northeast,9000.0,"40.967606000000, -111.820071000000"
2004-12-11,Salt Lake,Unknown,Facets,30,9600.0,Northeast,9000.0,"40.607425000000, -111.683214000000"
2005-01-01,Logan,Skier,Density Change,12,18000.0,Northeast,8600.0,"41.212344000000, -111.879144000000"
2005-01-14,Salt Lake,Snowboarder,Facets,72,12000.0,Northeast,9800.0,"40.651471000000, -111.592426000000"
2005-03-31,Ogden,Snowmobiler,Facets,48,4800.0,Northeast,9000.0,"41.603891000000, -111.436043000000"
2005-12-03,Salt Lake,Skier,Facets,20,15000.0,Northeast,9700.0,"40.634766000000, -111.563244000000"
2006-03-11,Ogden,Snowboarder,Density Change,12,12000.0,Northwest,8900.0,"41.204845000000, -111.888671000000"
2006-04-03,Salt Lake,Snowboarder,Unknown,15,6000.0,North,10100.0,"40.581465000000, -111.584144000000"
2006-12-03,Salt Lake,Skier,Facets,24,7200.0,North,9900.0,"40.599030000000, -111.629248000000"
2007-02-17,Uintas,Snowmobiler,Unknown,36,3000.0,East,9700.0,"40.393071000000, -111.140785000000"
2007-02-21,Salt Lake,Skier,Facets,20,7200.0,Northeast,10000.0,"40.666707000000, -111.683493000000"
2007-02-27,Logan,Skier,Unknown,24,1200.0,Northeast,8400.0,"41.212206000000, -111.878328000000"
2007-12-13,Salt Lake,Snowboarder,Facets,18,8400.0,Northwest,10200.0,"40.594468000000, -111.561999000000"
2007-12-13,Salt Lake,Snowboarder,Unknown,30,4800.0,Northwest,10200.0,"40.582117000000, -111.580839000000"
2008-04-28,Logan,Snowboarder,Unknown,6,2400.0,Northeast,8200.0,"0.000000000000, 0.000000000000"
2008-12-14,Salt Lake,Skier,Facets,20,4800.0,North,9700.0,"40.664591000000, -111.599464000000"
2008-12-16,Salt Lake,Snowmobiler,Facets,18,6000.0,Northeast,10400.0,"40.593328000000, -111.560454000000"
2008-12-24,Logan,Snowmobiler,Depth Hoar,54,8400.0,East,9600.0,"41.711752000000, -111.717181000000"
2008-12-26,Salt Lake,Skier,Facets,48,4800.0,Northeast,9200.0,"40.675984000000, -111.628733000000"
2010-05-24,Salt Lake,Skier,Unknown,15,10800.0,Southeast,10000.0,"40.599356000000, -111.634011000000"
2010-11-11,Salt Lake,Natural,Unknown,12,3600.0,Northwest,10500.0,"40.539569000000, -111.672678000000"
2010-11-15,Provo,Skier,Density Change,14,1800.0,Southwest,10300.0,"40.577130000000, -111.598434000000"
2010-11-20,Salt Lake,Skier,Facets,18,8400.0,North,10500.0,"40.599486000000, -111.639376000000"
2010-11-21,Salt Lake,Skier,New Snow/Old Snow Interface,10,2400.0,North,9800.0,"40.600138000000, -111.622124000000"
2010-11-21,Salt Lake,Skier,Graupel,12,2400.0,Northeast,9200.0,"40.613399000000, -111.626072000000"
2010-11-21,Salt Lake,Skier,New Snow/Old Snow Interface,18,1500.0,Northeast,9400.0,"40.594305000000, -111.564016000000"
2010-11-22,Salt Lake,Skier,Unknown,60,7200.0,Northeast,10500.0,"40.592187000000, -111.559896000000"
2010-11-28,Salt Lake,Skier,New Snow,8,5400.0,North,10100.0,"40.600138000000, -111.620450000000"
2010-11-29,Salt Lake,Natural,Ground Interface,12,240.0,Southeast,5100.0,"40.791719000000, -111.860905000000"
2010-11-29,Salt Lake,Skier,New Snow/Old Snow Interface,10,12000.0,East,10500.0,"40.597609000000, -111.648699000000"
2010-11-29,Salt Lake,Unknown,New Snow/Old Snow Interface,8,3600.0,North,10200.0,"40.581139000000, -111.596632000000"
2010-12-03,Uintas,Unknown,Unknown,30,4200.0,Northeast,10500.0,"40.845567000000, -111.062078000000"
2010-12-07,Salt Lake,Skier,Unknown,10,2400.0,North,10300.0,"40.583453000000, -111.578522000000"
2010-12-07,Uintas,Natural,Density Change,14,49924.4881556048,East,1504.7824039817,"40.724104000000, -110.893421000000"
2010-12-08,Uintas,Unknown,Facets,36,9600.0,North,10500.0,"40.846281000000, -111.063023000000"
2010-12-10,Salt Lake,Unknown,New Snow/Old Snow Interface,8,2400.0,South,8000.0,"40.589808000000, -111.654868000000"
2010-12-10,Logan,Snowboarder,New Snow,8,360.0,North,8200.0,"41.888956000000, -111.640019000000"
2010-12-12,Provo,Natural,Graupel,12,2400.0,East,9000.0,"40.402157000000, -111.631222000000"
2010-12-12,Salt Lake,Natural,Unknown,10,4800.0,Southeast,10200.0,"40.601441000000, -111.667829000000"
