city,state,date__,time__,shape,duration -- seconds,comments,date posted,latitude,longitude 
east palatka,fl,2008-09-10,23:45:00,light,5.0,Night sky orb craft seen over Florida River,10/31/2008,29.6580556,-81.5986111
newtown square,pa,2008-05-25,21:00:00,other,8.0,May 25&#44 2008 (9:30 pm) translucent football cuts through cloud layer&#44 no lights.,6/12/2008,39.9866667,-75.4013889
phoenix,az,2008-03-01,14:00:00,other,1209600.0,Star-like craft over Phoenix Arizona inthe daytime.,8/12/2008,33.4483333,-112.0733333
hamilton,nj,2008-06-21,01:00:00,triangle,300.0,Triangle-shaped object with green&#44 red&#44 and blue lights hovering high in the sky,7/5/2008,40.5061111,-74.6205556
austintown,oh,2008-05-07,01:00:00,oval,2.0,UFO over Austintown&#44 Ohio?,6/12/2008,41.1016667,-80.7647222
canonsburg,pa,2008-03-24,04:00:00,light,300.0,3-24-08 approximately 4am&#44 Canonsburg&#44 Pennsylvania  I am a sound solid sleeper so it was extremely unusual for me to suddenly wake up,6/12/2008,40.2625,-80.1875
roseville,ca,2008-07-30,10:00:00,cylinder,600.0,Object  in the sky  that was in a stationary position  for 10 minutes before disapearing,8/12/2008,38.7522222,-121.2869444
camden point,mo,2008-04-19,00:00:00,fireball,300.0,two egg shaped floating objects that looked like oustrige eggs&#44 grey in color aluminated and had a jet of fire out the back.,6/12/2008,39.4527778,-94.7413889
spring,tx,2008-08-09,21:00:00,circle,900.0,Large&#44 glowing bright circular object moving accross sky. No sound or strobe lights. Slowly moving &amp; then sped up &amp; vanished,8/12/2008,30.0797222,-95.4169444
rehoboth beach,de,2008-12-03,21:30:00,other,10.0,Odd panel of four orange lights spotted above Atlantic Ocean before quickly fading out.,1/10/2009,38.7208333,-75.0763889
los osos,ca,2008-04-10,20:20:00,light,300.0,U.F.O. over the central coast of California,6/12/2008,35.3111111,-120.8313889
south hiram,me,2008-12-05,22:45:00,teardrop,5.0,Green light over ice skating rink in south hiram Maine,1/10/2009,43.8127778,-70.8780556
brooklyn park,mn,2008-07-20,21:40:00,sphere,5.0,Lime green orb of light seen descending in Brooklyn Park&#44 MN by multiple parties,8/12/2008,45.0941667,-93.3561111
philadelphia,pa,2008-02-06,22:45:00,light,1.2,Large green light traveling at rapid speed across the sky over Philadelphia&#44 PA.,2/14/2008,39.9522222,-75.1641667
niles,il,2008-06-22,19:45:00,chevron,15.0,V-shaped craft observed over northern Chicago suburb.,8/27/2009,42.0188889,-87.8027778
columbus,oh,2008-01-31,15:50:00,sphere,300.0,Silent round black object moving opposite the wind direction - Columbus&#44 OH,2/14/2008,39.9611111,-82.9988889
leesburg,va,2008-10-17,09:30:00,circle,30.0,Large Green light over leesburg&#44 VA,10/31/2008,39.1155556,-77.5638889
sioux city,ia,2008-08-03,16:42:00,disk,30.0,Object seen within 1 Mile East of Grandview park in Sioux City(NorthSide). It travelled at about 400 ft in elevation in a N.E. directio,8/12/2008,42.5,-96.4
la grande,or,2008-09-12,20:15:00,fireball,10.0,Located 1/4 mile from Morgan lake&#44 a large&#44 spark shooting green glowing fire ball was descending from East to West of the lake.,10/31/2008,45.3247222,-118.0866667
dallas,tx,2008-11-23,18:40:00,light,600.0,Two large Lights over Dallas,1/10/2009,32.7833333,-96.8
san fernando,ca,2008-09-21,03:15:00,sphere,2700.0,Dividing object over San Fernando 9/21/08 followed by two jets...,10/31/2008,34.2819444,-118.4380556
naples,fl,2008-12-16,21:28:00,unknown,180.0,High altitude&#44 stationary flashing light&#44 3 minutes in duration.,1/10/2009,26.1416667,-81.795
acworth,ga,2008-01-25,03:00:00,fireball,4.0,Fiery light&#44 dog acting mad,2/14/2008,34.0658333,-84.6769444
hickory,nc,2008-06-24,22:45:00,light,20.0,Bright red light in the sky disappeared,7/5/2008,35.7330556,-81.3413889
sacramento,ca,2008-09-22,21:30:00,light,45.0,Flashinng light in the sky not consistent with terrestial aircraft.,10/31/2008,38.5816667,-121.4933333
port saint lucie,fl,2008-06-20,01:00:00,cigar,1500.0,large cigar shaped pulsating ufo.,7/5/2008,27.2936111,-80.3505556
harrington,wa,2008-05-27,23:30:00,light,15.0,Peculiar reflection albedo from International Space Station,6/12/2008,47.4811111,-118.2533333
san diego,ca,2008-02-27,19:00:00,disk,840.0,Three Brilliant UFOs of various shapes in close proximity to each other.,3/4/2008,32.7152778,-117.1563889
columbia,tn,2008-02-10,02:45:00,light,6.0,Ball of light spotted over HWY 43 in Columbia&#44 TN.,3/4/2008,35.615,-87.0352778
garland,tx,2008-11-17,10:25:00,unknown,10.0,Setting:  At home&#44 inside my house&#44 all windows and doors closed.  Temp outside in 50s.  Low this morning about 45 deg F.  Predicted hi,1/10/2009,32.9125,-96.6386111
richboro,pa,2008-11-22,20:40:00,oval,180.0,Oval shaped UFO flew high and far very fast.,1/10/2009,40.215,-75.0111111
chatsworth,ca,2008-06-20,01:00:00,changing,300.0,Solid light in a boomerang shape slowly moves across Chatsworth&#44 CA sky.,7/5/2008,34.2572222,-118.6002778
rolla,mo,2008-05-20,21:23:00,other,300.0,Bright White Light  slowly moving across the sky,6/12/2008,37.9513889,-91.7711111
west chester,pa,2008-06-11,21:43:00,light,60.0,Light fading and dimming very slowly from behind moon to horizon moving very very fast,6/12/2008,39.8494444,-75.3561111
highlands ranch,co,2008-12-19,06:30:00,triangle,5.0,Large&#44 silent&#44 slow&#44 triangular UFO with 6 bright white lights traveling approximately 4 stories off the ground near Denver...06:30,1/10/2009,39.5538889,-104.9688889
miami,fl,2008-06-09,00:00:00,rectangle,2.0,Rounded rectangular object spoted above Downtown Miami.,6/12/2008,25.7738889,-80.1938889
asheboro,nc,2008-12-29,16:30:00,disk,30.0,As I was in the car&#44 I saw a white object in the sky which wasn&#39t moving&#44 just hovering there. It had distinct sharp ends on each side&#44,1/10/2009,35.7077778,-79.8138889
beach park,il,2008-08-07,22:00:00,cigar,120.0,Disappearing cigar shape,8/12/2008,42.4222222,-87.8572222
salem,wv,2008-09-01,23:00:00,light,2100.0,star like light  that changes colors,10/31/2008,39.2827778,-80.5591667
great bend,pa,2008-08-23,07:30:00,oval,3.0,the object that i saw in the sky&#44 that was the size of a blimp at one mile&#44(and this was at least 6 miles away) disapeared in 2 seconds,10/31/2008,41.9716667,-75.7436111
sierra madre,ca,2008-07-06,22:00:00,rectangle,120.0,Two rows of parallel flashing lights on a vehicle as large as a blimp,10/31/2008,34.1616667,-118.0519444
los angeles,ca,2008-03-25,20:08:00,egg,120.0,I saw the returning white and egg-shaped Endeavor space shuttle in sky followed by a second egg-shaped object.,3/31/2008,34.0522222,-118.2427778
napavine,wa,2008-02-03,18:58:00,light,45.0,Blue/white light slowly fading and disapeared&#44 resonant humming observed.,2/14/2008,46.5747222,-122.9069444
cuba,mo,2008-05-21,22:00:00,light,45.0,BRIGHT Bluish-white light moving silently through sky at very high speed,6/12/2008,38.0627778,-91.4033333
myrtle beach,sc,2008-02-20,19:35:00,light,30.0,orange and redish lights off the coast of myrtle beach,3/4/2008,33.6888889,-78.8869444
san antonio,tx,2008-07-07,00:35:00,chevron,3.0,Quick object overhead San Antonio / Schertz TX,8/12/2008,29.4238889,-98.4933333
batesville,ar,2008-01-20,20:00:00,diamond,180.0,Object Extremely quite and maneuverable; could have been inches above our heads at anytime unaware to us,3/10/2011,35.7697222,-91.6408333
albany,ny,2008-10-10,06:00:00,oval,45.0,I live Colonie&#44 New York&#44 a suburb of Albany.  I live within 4 miles of the Albany International Airport. Many  takeoff&#8217;s and landings,10/31/2008,42.6525,-73.7566667
chattanooga,tn,2008-04-20,20:30:00,diamond,12.0,My daughter was in the backseat of our vechicle recording on her cell phone&#44 when her and my son said they saw a shooting star.  When w,6/12/2008,35.0455556,-85.3097222
elmwood park,il,2008-07-04,12:00:00,triangle,3600.0,On the morning of july 4 2008&#44 I went outside to the front lawn of my apartment to watch the 4th of july parade in Elmwood Park IL. I h,8/12/2008,41.9211111,-87.8091667
denver,nc,2008-10-03,11:58:00,light,5.0,I saw 2 rapid moving dimly glowing lights moving jaggedly vertically across the sky.,10/31/2008,35.5311111,-81.03
evansville,in,2008-04-02,21:40:00,triangle,120.0,Very dimly lit &#44 low flying &#44 silent triangular object spotted over Evansville&#44 Indiana,4/17/2008,37.9747222,-87.5558333
new bern,nc,2008-09-22,20:00:00,light,180.0,they were both bright lights.,12/12/2009,35.1083333,-77.0444444
stroudsburg,pa,2008-02-11,21:00:00,unknown,6.0,bright green light in the sky near the highway that  within seconds moved&#44 paused&#44 and vanished.,2/14/2008,40.9866667,-75.195
tampa,fl,2008-09-27,11:30:00,oval,120.0,Silver metallic oval-shaped object seen over I-4 in Tampa&#44 Florida on 09/27/2008 in daylight,10/31/2008,27.9472222,-82.4586111
bangor,me,2008-11-07,21:20:00,fireball,10.0,Fireball or &quot;Flash-ball&quot; maneuvers at low altitude - as seen and heard from backyard,1/10/2009,44.8011111,-68.7783333
henderson,nv,2008-01-21,09:24:00,cone,180.0,((HOAX??))  Fast moving UFO goes in the direction of Area 51.,2/14/2008,36.0397222,-114.9811111
east machias,me,2008-08-31,01:00:00,light,300.0,Flashing lights that approached each other and flew in a circle in Maine.,10/31/2008,44.7391667,-67.3905556
san antonio,tx,2008-01-20,10:45:00,light,60.0,the light streaked across and then another light appeared behind the car a was just hovering above,1/21/2008,29.4238889,-98.4933333
eagle point,or,2008-07-27,08:30:00,unknown,20.0,Object seen in the sky west of Medford Oregon.,8/12/2008,42.4727778,-122.8016667
virginia beach,va,2008-10-22,03:00:00,chevron,300.0,Bright light seen in Virginia Beach,10/31/2008,36.8527778,-75.9783333
bethel,me,2008-02-20,23:00:00,disk,1800.0,I saw this sighting tonight as I looked up at the moon. It was is in the northeastern sky. Left and lower than the moon. I noticed that,3/4/2008,44.4041667,-70.7911111
marion,oh,2008-10-25,22:00:00,triangle,60.0,A triangular craft sighted in Marion&#44 Ohio was flying west leaving a deep bass coming from the sky.,1/10/2009,40.5886111,-83.1286111
chicago,il,2008-01-16,06:00:00,circle,1800.0,Bright object seen over Lake Michigan.  ((NUFORC Note:  Sirius??  PD)),1/21/2008,41.85,-87.65
snohomish,wa,2008-06-17,02:00:00,light,1200.0,Bright object observed over wooded park area near Clearview&#44 WA in early morning,7/5/2008,47.9130556,-122.0969444
mount pulaski,il,2008-08-20,01:30:00,disk,3600.0,Bright&#44 hovering disk over Mt. Pulaski&#44 Illinois,10/31/2008,40.0108333,-89.2822222
newport,oh,2008-06-20,22:45:00,formation,45.0,Pink Phoenix Lights type grouping,7/5/2008,39.835,-83.4652778
hightstown,nj,2008-08-31,00:50:00,teardrop,60.0,For a minute i saw a flaming ball of fire moving south.,10/31/2008,40.2694444,-74.5236111
aztec,nm,2008-07-23,23:30:00,other,6.0,huge&#44 bright meteor seen over Aztec&#44 New Mexico,8/12/2008,36.8222222,-107.9922222
reading,pa,2008-09-08,07:15:00,triangle,1200.0,It was a beautiful evening.Coll&#44clear&#44with a pale blue sky tinged by a golden sunset.I was coming from a local department store and as,8/5/2012,40.3355556,-75.9272222
mastic,ny,2008-02-26,01:00:00,rectangle,900.0,Rectangular object floating above trees.,8/12/2008,40.8019444,-72.8413889
phoenix,az,2008-12-19,06:20:00,other,120.0,12/19/08  Phoenix AZ  curved shape 2 minutes  It was just sitting still in the sky  lights coming down&#44then gone from rear view,1/10/2009,33.4483333,-112.0733333
arlington,tx,2008-10-01,22:30:00,sphere,600.0,Large&#44 very well lit sphere shaped object flying very low over my neighborhood then disappeared,10/31/2008,32.7355556,-97.1077778
los angeles,ca,2008-11-14,18:30:00,chevron,600.0,incomplete V formation of red flashing lights flying.,1/10/2009,34.0522222,-118.2427778
fort fairfield,me,2008-12-28,05:30:00,other,15.0,I saw a star like object shoot stright up and dissiapere,3/19/2009,46.7722222,-67.8344444
ashtabula,oh,2008-08-11,00:00:00,other,7200.0,the fantastic and unique hour of the night that we have ever spent watching the sky,10/31/2008,41.865,-80.79
powell,oh,2008-04-30,07:45:00,unknown,180.0,Small Cigar shape object seen traveling a fast rate of speed.,6/12/2008,40.1577778,-83.0752778
westborough,ma,2008-05-11,04:00:00,light,3600.0,Bright&#44 white &quot;double star&quot; looking object with random red and green flashes underneath hovering in the southern sky.,6/12/2008,42.2694444,-71.6166667
east dublin,ga,2008-01-20,05:58:00,oval,420.0,MUFON/GEORGIA FOLLOW-UP REPORT:  Landing of a 3 lighted&#44 fairly large craft with pulsing red to amber lights.,3/31/2008,32.5480556,-82.8719444
memphis,tn,2008-04-27,20:45:00,fireball,15.0,Large green fireball with sparks trailing behind,6/12/2008,35.1494444,-90.0488889
hibbing,mn,2008-10-31,21:50:00,egg,1.5,object  seen in hibbing&#44 mn traveling west faster than any plane or comet and much lower than a shooting star and brighter than an airp,1/10/2009,47.4272222,-92.9375
tumwater,wa,2008-08-14,05:00:00,light,300.0,Venus-sized blob of light transverses early morning sky,4/13/2010,47.0075,-122.9080556
long beach,ca,2008-03-03,17:45:00,oval,180.0,Chrome Disk motionless over ocean at sunset in Long Beach&#44 CA 3/3/08 5:45 pm,3/4/2008,33.7669444,-118.1883333
southlake,tx,2008-07-10,23:00:00,light,30.0,Witnessed UFO stationairy&#44 begin to slowly move&#44 went near vertical and literally climbed out of the atmosphere at incredable speed&#33,8/12/2008,32.9411111,-97.1338889
bellingham,wa,2008-12-10,22:30:00,unknown,300.0,Three white lights following me on my way home from work at night...,1/10/2009,48.7597222,-122.4869444
dutton,al,2008-02-23,21:00:00,changing,600.0,lights changed position when i flashed my car lights at it,3/4/2008,34.6108333,-85.9169444
ponca city,ok,2008-05-14,00:45:00,circle,20.0,Bright round orange object over Ponca City&#44 OK.&#44 moving due east.,6/12/2008,36.7069444,-97.0852778
bartlett,tn,2008-01-01,00:30:00,oval,45.0,Red lights &#44 and Firey underneath.,1/21/2008,35.2044444,-89.8738889
silver city,nc,2008-05-03,12:00:00,sphere,300.0,Black Sphere observed flying low over town in broad daylight,6/12/2008,34.9958333,-79.2263889
flourtown,pa,2008-08-04,23:00:00,flash,2.0,Blue Light with Trail at a high rate of speed.,8/12/2008,40.1033333,-75.2127778
pine city,mn,2008-12-01,07:15:00,light,10.0,Two lights north of Pine City&#44 MN moving west.  ((NUFORC Note:  Venus and Jupiter are near Moon.  PD)),1/10/2009,45.8261111,-92.9683333
fresno,ca,2008-06-05,22:05:00,light,60.0,Bright light southbound over Fresno&#44 Ca.,6/12/2008,36.7477778,-119.7713889
new york city (staten island),ny,2008-11-01,19:00:00,sphere,5.0,last Saturday night&#44 around 7pm or just after&#44 i saw a fiery orange ball&#44 call it a sphere&#44 call it what you will&#44 basically idling in,1/10/2009,40.7141667,-74.0063889
scarborough,me,2008-05-25,21:57:00,triangle,25.0,A triangle shaped object with 3 yellow lights on bottom and a white light on each corner.,6/12/2008,43.5780556,-70.3222222
cape elizabeth,me,2008-03-26,13:07:00,disk,120.0,I didnt realize that i had seen a craft but i was reviewing some photos that I took and spoted a craft taken within the same minute.,1/10/2009,43.5636111,-70.2005556
gibsonton,fl,2008-04-05,23:45:00,triangle,120.0,Black Triangle with white dots on each of the triangles angles viewed in riverview,6/12/2008,27.8533333,-82.3827778
glenrock,wy,2008-10-01,20:00:00,unknown,1200.0,Stationary object just above NE horizon with flashing red&#44 green and white lights.,10/31/2008,42.8613889,-105.8716667
crown point,in,2008-12-02,20:00:00,triangle,120.0,large&#44 triangle shaped craft in the sky,1/10/2009,41.4169444,-87.3652778
crystal lake,il,2008-02-23,01:45:00,fireball,30.0,Large Flaming Football-Shaped Object Over Crystal Lake&#44 Illinois,12/12/2009,42.2411111,-88.3161111
santa barbara,ca,2008-01-01,11:00:00,other,480.0,Bright light in broad daylight changing intermittently to black object moves slowly across sky in Sant Barbara.,1/21/2008,34.4208333,-119.6972222
apopka,fl,2008-07-13,14:00:00,oval,60.0,Silver object darting in and out of dark cloud between Orlando and Tampa.,8/12/2008,28.6802778,-81.5097222
fredericksburg,va,2008-02-21,09:45:00,rectangle,600.0,Square object with 5 lights-silent&#44 flies 50 feet above the ground. Sharp 90 degree turns. High speed.,3/4/2008,38.3030556,-77.4608333
charleston,sc,2008-07-12,21:00:00,light,120.0,Two lights in the sky that stopped and hovered above us before shooting off in different directions very fast.,8/5/2012,32.7763889,-79.9311111
sarasota,fl,2008-12-25,20:00:00,fireball,300.0,Two light objects sighted flying south off the west coast of Sarasota&#44 FL,1/10/2009,27.3361111,-82.5308333
jersey city,nj,2008-09-18,21:00:00,disk,600.0,slow flying round shaped object with many lights flying at night in Jersey City&#44NJ,10/31/2008,40.7280556,-74.0780556
jackson,tn,2008-12-30,03:45:00,cylinder,15.0,very fast&#44 silent cylinder seen with swirling red lights on its ends.,1/10/2009,35.6144444,-88.8138889
tuscaloosa,al,2008-03-14,04:00:00,other,1500.0,Egg shaped flashing silent craft flew in front of the moon and 5 more over my house.,10/31/2008,33.2097222,-87.5691667
lee vining,ca,2008-02-27,18:00:00,rectangle,1.0,Saw a blue-green glowing rectangular craft streak across our field of view while driving up the eastern side of the Sierra Nevadas.,6/9/2009,37.9575,-119.1208333
lake kiowa,tx,2008-07-25,05:10:00,triangle,300.0,Lake KIowa  Texas UFO,8/12/2008,33.5769444,-97.0127778
las vegas,nv,2008-02-13,20:30:00,cigar,360.0,Object  seen 2/13/2007,3/4/2008,36.175,-115.1363889
easley,sc,2008-01-01,06:10:00,light,120.0,Bright white light moving in cloudless pre-dawn sky suddenly disappears,1/21/2008,34.8297222,-82.6016667
dallas,tx,2008-10-28,23:15:00,triangle,30.0,3 square orange lights in a large triangle formation moving silently SSE over downtown Dallas.,10/31/2008,32.7833333,-96.8
hollister,mo,2008-05-15,05:00:00,other,2.0,Hollister MO  boomerang  2 to 3 seconds boomerang object flew right over me. about 5 am,10/31/2008,36.6211111,-93.2152778
dawsonville,ga,2008-06-07,22:50:00,disk,10.0,See description,4/14/2009,34.4211111,-84.1191667
spring valley,ca,2008-11-22,12:15:00,circle,120.0,five shiny metallic objects bunched in tight formation,1/10/2009,32.7447222,-116.9980556
north haven,me,2008-07-15,19:30:00,disk,3600.0,On the night of July 15th 2008 eight unidentified crafts were seen drifting through the sky above the Fox Island Thoroughfare.,8/12/2008,44.1280556,-68.8747222
laguna woods,ca,2008-09-05,21:00:00,circle,1800.0,Circular Ring having blinking colored lights&#44 hovering&#44 doing roller-coaster type dips&#44 turns&#44 climbs.  (( Model airplane.)),10/31/2008,33.6102778,-117.7244444
kaysville,ut,2008-03-26,21:00:00,light,300.0,Hearing a jet engine at an unusual time at night&#44 looked out window and found it was chasing a flashing light.,3/31/2008,41.0352778,-111.9377778
hemet,ca,2008-10-14,10:00:00,formation,600.0,Three poeple seen 25 to 50 star-like flying objects,10/31/2008,33.7475,-116.9711111
shamokin,pa,2008-06-25,10:00:00,other,900.0,Reddish shaped object seen in Shamokin Pa  8 people are witness to what they saw,7/5/2008,40.7888889,-76.5591667
ventura,ca,2008-05-24,21:40:00,chevron,900.0,four illuminated chevrons that appeared to be made up of several pieces - similar to birds flying together. Ventura&#44 CA,6/12/2008,34.2783333,-119.2922222
rapid city,sd,2009-03-19,12:22:00,light,20.0,Seemingly shooting star spilt into 4 objects&#44 then joins back up into one object in the Black Hills.,3/19/2009,44.0805556,-103.2305556
cape fair,mo,2009-12-08,19:00:00,rectangle,180.0,Elongated dark colored object  hovering 50 ft above ground with white lights flooding the ground&#44 no sound,2/14/2010,36.73,-93.51
hammonton,nj,2009-01-21,23:00:00,circle,300.0,3 Circular UFO&#39s seen,1/31/2011,39.6363889,-74.8027778
waynesville,nc,2009-07-07,23:00:00,light,30.0,2 bright lights like stars or satellites; one following the other&#44 then dimmed as they turned (toward space?),8/5/2009,35.4886111,-82.9888889
glenside,pa,2009-09-19,20:00:00,light,15.0,A triangular bright light pointing downward in a haze on a clear night.((NUFORC Note:  Missile launch.  PD)),12/12/2009,40.1022222,-75.1525
brownwood,tx,2009-01-29,19:00:00,triangle,900.0,Unidentified object appears in sky with lights appearing and then vanishing 5 times as it moved.,3/19/2009,31.7091667,-98.9908333
lafayette,in,2009-08-24,05:40:00,circle,30.0,bright pulsating light,8/27/2009,40.4166667,-86.8752778
hollister,ca,2009-06-06,00:01:00,circle,60.0,Orange glowing disc over Hollister&#44 CA,8/5/2009,36.8525,-121.4005556
chisago city,mn,2009-07-04,23:59:00,triangle,900.0,perfect triangle of moving orange lights in Minnesota,8/5/2009,45.3736111,-92.8897222
silsbee,tx,2009-01-28,09:30:00,light,1800.0,orange-yellowish bright light that just disappeared,3/19/2009,30.3488889,-94.1777778
high point,nc,2009-04-27,20:18:00,fireball,10800.0,Multiple round&#44 bright orange objects flew above High Point&#44 NC,5/12/2009,35.9555556,-80.0055556
el paso (east side),tx,2009-08-27,22:00:00,other,180.0,3 unknown objects moving across the el paso sky,8/28/2009,31.7586111,-106.4863889
san jose,ca,2009-06-29,03:00:00,light,45.0,I was standing on my balcony facing the south east when a lit object caught my attention. I thought it may have been an airplane when i,8/5/2009,37.3394444,-121.8938889
sidney,tx,2009-11-19,17:00:00,light,3.0,Amber-red light array&#44 3 sec illumination&#44 40 miles from Stephenville&#44 TX..,12/12/2009,31.9491667,-98.7369444
tahoe city,ca,2009-02-27,01:30:00,cigar,5.0,fast moving object with flashing lights disappeared in 4-5 seconds,3/19/2009,39.1722222,-120.1377778
mesa,az,2009-05-18,11:45:00,diamond,1200.0,Flying object seen in Mesa.  ((NUFORC Note:  Confirmed high-altitude research balloon.  PD)),6/9/2009,33.4222222,-111.8219444
ocean isle beach,nc,2009-09-15,21:30:00,light,900.0,Strange lights over Ocean Isle Beach&#44 NC.,12/12/2009,33.8941667,-78.4269444
cicero,il,2009-06-30,21:00:00,oval,300.0,Football-shaped-lit object moving in the sky,8/5/2009,41.8455556,-87.7538889
lacey,wa,2009-03-05,22:00:00,sphere,60.0,Large Glowing Something Near McChord Air Force Base Viewd From Lacey&#44 WA,3/19/2009,47.0344444,-122.8219444
leavenworth,ks,2009-11-20,13:00:00,sphere,60.0,UFO over Leavenworth&#44 ks,12/12/2009,39.3111111,-94.9222222
spokane,wa,2009-06-18,21:20:00,sphere,60.0,Black sphere with  red rotating light flying silent in sky.,8/5/2009,47.6588889,-117.425
valley center,ca,2009-06-30,21:30:00,oval,45.0,A UFO was spotted flying from the top of Palomar Mountain,8/5/2009,33.2183333,-117.0333333
kannapolis,nc,2009-02-15,05:08:00,fireball,2.0,large white flame in the Southern Sky,3/19/2009,35.4872222,-80.6219444
isanti,mn,2009-09-08,21:00:00,formation,300.0,2 Strange lights in a line formation.  ((NUFORC Note:  ISS and Space Shuttle in formation.  PD)),12/12/2009,45.4902778,-93.2475
islamorada,fl,2009-02-13,12:00:00,other,5.0,viewing photo taken in Florida Keys shows unknown objects,3/19/2009,24.9238889,-80.6280556
myrtle beach,sc,2009-10-08,21:30:00,light,60.0,Multiple unexplained lights,8/7/2011,33.6888889,-78.8869444
bound brook,nj,2009-08-30,15:00:00,rectangle,300.0,Large rectangular&#44 gray&#44 static craft spotted in Bound Brook&#44 NJ while driving on 287 South around 3:00pm on 8/30/09.,12/12/2009,40.5683333,-74.5388889
new brunswick,nj,2009-01-29,20:00:00,light,120.0,Five red lights  in a line over rt 287south,3/19/2009,40.4861111,-74.4522222
st. george,wv,2009-06-05,23:00:00,sphere,300.0,orange light in south,8/5/2009,39.1666667,-79.7025
el paso,tx,2009-05-21,00:00:00,triangle,1800.0,((HOAX??  No date provided))  3 lights form triangle in el paso texas,6/9/2009,31.7586111,-106.4863889
austin,tx,2009-11-06,16:05:00,cigar,90.0,Cigar shaped object seen over Austin&#44 Texas flying from West to East,12/12/2009,30.2669444,-97.7427778
garden grove,ca,2009-06-21,21:30:00,light,4.0,two objects&#44 very high up. doing  criss cross formations across the sky.,8/5/2009,33.7738889,-117.9405556
san diego,ca,2009-11-27,18:00:00,chevron,1200.0,Lights (red&#44 blue&#44 green&#44 white) that changed color and direction without any noticable pattern&#44 object moved left and right.,12/12/2009,32.7152778,-117.1563889
seattle,wa,2009-10-07,20:10:00,other,10.0,brief sighting of object with faint amber lights traveling over Seattle,12/12/2009,47.6063889,-122.3308333
albuquerque,nm,2009-05-28,21:30:00,light,60.0,Still for 5 seconds and very bright,6/9/2009,35.0844444,-106.6505556
argyle,tx,2009-01-14,01:08:00,disk,360.0,Slow moving object&#44 hovering around highway&#44 flashing lights&#44 no noise low altitude,3/19/2009,33.1211111,-97.1830556
lacey,wa,2009-07-31,02:40:00,light,15.0,falling white light stops then travels nw,8/5/2009,47.0344444,-122.8219444
shelton,ct,2009-09-19,19:57:00,circle,90.0,circle of light with beam of light shining towards the ground  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,41.3163889,-73.0936111
arcadia,ca,2009-04-12,10:15:00,cylinder,600.0,An tight formation.,5/12/2009,34.1397222,-118.0344444
columbia,sc,2009-12-29,20:30:00,light,5.0,Driving on the highway and saw something fall out of the sky.,2/14/2010,34.0005556,-81.035
madison,al,2009-02-05,17:15:00,other,300.0,Plane hoovering over Heritage Elementary School on County Line Rd.,3/19/2009,34.6991667,-86.7483333
san marcos,tx,2009-09-20,02:00:00,triangle,60.0,Boomerang shaped object seen in the night skies over San Marcos&#44 Texas.,12/12/2009,29.8830556,-97.9411111
whippany,nj,2009-01-05,20:34:00,formation,240.0,Red lights in triangular formations seen for several minutes in Whippany (Morris County)&#44 NJ,1/10/2009,40.8244444,-74.4175
st. charles,mo,2009-09-08,20:15:00,formation,60.0,Two lights following each other across the sky.  ((NUFORC Note:  Possible sighting of ISS and Shuttle.  PD)),12/12/2009,38.7838889,-90.4811111
boulder,co,2009-03-14,14:15:00,light,900.0,Light or small object&#44 drifting slowly E-W on a clear afternoon. No sudden maneuvers&#44 flew v. slowly.,3/19/2009,40.015,-105.27
parrish,fl,2009-01-18,13:25:00,oval,5.0,single object&#44 oval shaped&#44 headed NE about 5 miles East of Parrish&#44 white&#44 5 second duration,3/19/2009,27.5872222,-82.4252778
punta gorda,fl,2009-01-15,23:35:00,teardrop,2.0,sonic booms and a fiery teardrop shaped light,3/19/2009,26.9294444,-82.0455556
roanoke,va,2009-08-07,01:00:00,fireball,25.0,falling star that curved around and came right up in front of me &#44 firery orange/blue neon green ring around it,2/14/2010,37.2708333,-79.9416667
albuquerque,nm,2009-07-24,21:30:00,changing,900.0,Albuquerque&#44 New Mexico USA Object/Lights Night Sky July 24&#44 2009 21:31-21:51 PM,8/5/2009,35.0844444,-106.6505556
bethel,ak,2009-01-01,01:15:00,other,900.0,Possible Bethel UFO sighting,1/10/2009,60.7922222,-161.7558333
streamwood,il,2009-07-04,23:01:00,circle,15.0,Large Orange Hazy Glowing Circular Orb Moved E to West over Streamwood&#44 Il. (prob. O&#39hare Airport  too),8/5/2009,42.0255556,-88.1783333
mahanoy city,pa,2009-09-20,00:45:00,light,3.0,A brief thick streak heading downward of greenish/blueish light in Schuylkill County PA.  ((NUFORC Note:  Meteor??  PD)),12/12/2009,40.8125,-76.1419444
baker,la,2009-01-30,23:00:00,light,600.0,There was a very bright Crescent shape light  as wide as a house that faded into a smaller red/orange light.,3/19/2009,30.5880556,-91.1680556
englewood,co,2009-08-18,04:04:00,circle,15.0,Circular object in the sky above Denver,8/27/2009,39.6477778,-104.9872222
canyon country,ca,2009-10-21,18:00:00,light,1800.0,hoover brite star that started moving very fast and then slow&#44 changing to red&#44green&#44blue in color,12/12/2009,34.4233333,-118.4711111
mountain ranch,ca,2009-08-30,04:30:00,light,5400.0,Huge bright light swooped through trees&#44 2 smaller lights interacted with larger one&#44 as sun came up it asended up and out.,12/12/2009,38.2283333,-120.5397222
vero beach,fl,2009-08-01,21:30:00,light,300.0,single bright amber colored light hovering over the ocean for a duration of time before disappearing,8/5/2009,27.6383333,-80.3975
