;Region,Year,;Trigger,;Weak Layer,Depth_inches,Elevation_feet,Vertical_inches,Coordinates,Month,;Aspect,Day
Skyline,2021,Natural,Facets,30,9800.0,960.0,"39.303322843423, -111.459219204650",2,North,17
Logan,2021,Snowmobiler,Depth Hoar,48,9000.0,6000.0,"42.044799147502, -111.649460779750",2,Northeast,20
Skyline,2021,Snowmobiler,Facets,48,10800.0,7200.0,"39.435966507939, -111.354507910630",2,Northeast,21
Skyline,2021,Natural,Facets,42,10200.0,9600.0,"39.389534758328, -111.398710715180",2,North,21
Skyline,2021,Natural,Facets,30,10000.0,4200.0,"39.294419754710, -111.492094504240",2,North,21
Skyline,2021,Snowmobiler,Facets,30,10100.0,2400.0,"39.244959752347, -111.491276966800",2,Northeast,18
Skyline,2021,Natural,Facets,36,10000.0,1800.0,"39.284574947204, -111.458963858490",2,Southeast,21
Skyline,2021,Natural,Facets,36,10500.0,6000.0,"39.377160121587, -111.426004874110",2,North,21
Uintas,2021,Unknown,Facets,36,10100.0,1800.0,"40.836930919465, -111.075596796670",2,Northwest,21
Skyline,2021,Natural,Facets,36,10000.0,4200.0,"39.488248611584, -111.345534311880",2,North,21
Skyline,2021,Natural,Facets,60,11200.0,8400.0,"39.400770867830, -111.370489584560",2,Northeast,22
Skyline,2021,Natural,Facets,48,10800.0,10800.0,"39.374022992179, -111.423125254250",2,Northeast,21
Skyline,2021,Natural,Facets,36,11000.0,3000.0,"39.408066073663, -111.373407827970",2,Northeast,21
Skyline,2021,Natural,Facets,30,10400.0,4200.0,"39.428853223507, -111.345856176970",2,East,17
Skyline,2021,Natural,New Snow/Old Snow Interface,48,9700.0,3000.0,"39.618354987476, -111.310601221680",2,Northeast,21
Skyline,2021,Natural,Facets,30,9900.0,4200.0,"39.606533512145, -111.290409552200",2,Northeast,21
Skyline,2021,Natural,Facets,36,10100.0,9600.0,"39.571013970397, -111.286032187110",2,Northeast,21
Skyline,2021,Natural,Facets,36,10300.0,9600.0,"39.535234608576, -111.280431734680",2,Northeast,21
Skyline,2021,Natural,Facets,42,10200.0,6000.0,"39.566084774476, -111.299078451760",2,East,21
Skyline,2021,Natural,Facets,42,10000.0,4800.0,"39.563655334884, -111.296353327400",2,Southeast,21
Skyline,2021,Natural,Facets,36,10300.0,6000.0,"39.547177452747, -111.300215708390",2,Northeast,17
Skyline,2021,Natural,Facets,36,10000.0,6000.0,"39.551252067038, -111.315622316950",2,North,17
Skyline,2021,Natural,Facets,36,10400.0,7200.0,"39.536454801321, -111.286826120990",2,North,21
Skyline,2021,Natural,Facets,36,10000.0,4800.0,"39.542345845747, -111.309142099980",2,Northwest,17
Skyline,2021,Natural,Facets,36,10200.0,6000.0,"39.529901254374, -111.307511316900",2,North,17
Skyline,2021,Natural,Facets,36,10600.0,6000.0,"39.523394537022, -111.300022589340",2,Northeast,21
Skyline,2021,Natural,Facets,36,10200.0,9600.0,"39.507852965609, -111.319270121220",2,Northeast,21
Skyline,2021,Natural,Facets,36,10500.0,6000.0,"39.514474808631, -111.302790629030",2,Northeast,21
Uintas,2021,Explosive,Facets,60,10300.0,12000.0,"40.842775013775, -111.069481360110",2,East,23
Uintas,2021,Natural,Depth Hoar,30,9700.0,12000.0,"40.790549514454, -111.113405214920",2,East,22
Skyline,2021,Natural,Facets,30,9300.0,960.0,"39.649899525041, -111.221058355940",2,Northeast,21
Skyline,2021,Natural,Facets,36,10100.0,6000.0,"39.548920278813, -111.292126165990",2,Southeast,21
Skyline,2021,Natural,Facets,30,9000.0,1200.0,"39.545594531965, -111.256270395900",2,Northeast,17
Uintas,2021,Snowmobiler,Facets,48,9600.0,1200.0,"40.691832582033, -111.184623228700",3,Northeast,7
Skyline,2021,Natural,Facets,10,8200.0,2400.0,"39.496410037279, -111.159732329020",3,East,8
Southwest,2021,Natural,Unknown,18,11400.0,3600.0,"38.346048637323, -112.363250242680",3,Southwest,14
Uintas,2021,Skier,New Snow/Old Snow Interface,7,9800.0,2400.0,"40.836671169980, -111.066069590240",3,South,16
Skyline,2021,Natural,Facets,6,10200.0,2400.0,"39.270131841657, -111.462800489990",2,East,22
Uintas,2021,Snowmobiler,Facets,2,10200.0,600.0,"40.811730480987, -110.909814821900",3,North,21
Logan,2021,Natural,New Snow/Old Snow Interface,12,8000.0,9600.0,"41.635104104856, -111.998876780850",4,Southeast,1
Skyline,2021,Natural,Facets,18,8500.0,2400.0,"39.569147092418, -111.184859263090",3,Northeast,28
Salt Lake,2021,Natural,Ground Interface,120,10400.0,21000.0,"40.597685082181, -111.719281362590",4,Northeast,7
Salt Lake,2021,Skier,New Snow/Old Snow Interface,12,10200.0,4800.0,"40.599290917947, -111.642014967520",4,North,26
Logan,2021,Natural,Wet grains,8,8800.0,6000.0,"41.655511949817, -112.013038844460",4,Northeast,27
Uintas,2021,Hiker,New Snow/Old Snow Interface,12,10800.0,4800.0,"40.704261544023, -110.908806311300",10,North,24
Salt Lake,2021,Natural,Density Change,4,10000.0,1800.0,"40.594240093208, -111.608798491090",12,Northeast,9
Salt Lake,2021,Snowboarder,Facets,14,10300.0,4800.0,"40.592056715365, -111.608455168330",12,East,10
Logan,2021,Unknown,Density Change,6,8600.0,1200.0,"41.886783656129, -111.647057520440",12,North,10
Skyline,2021,Natural,Facets,15,9700.0,1200.0,"39.602540401718, -111.282191263790",12,Northeast,9
Salt Lake,2021,Skier,Facets,19,9800.0,9600.0,"40.639063373689, -111.576460315970",12,Northeast,10
Moab,2021,Natural,Facets,30,11200.0,9600.0,"38.448981656946, -109.261886329420",12,Northeast,9
Moab,2021,Natural,Facets,30,11400.0,2400.0,"38.444342036047, -109.257895202420",12,North,9
Moab,2021,Natural,Facets,30,11200.0,3600.0,"38.445015606404, -109.255792350560",12,Northeast,9
Moab,2021,Natural,Facets,30,11600.0,3600.0,"38.442424798318, -109.256757214180",12,Northeast,9
Logan,2021,Natural,New Snow/Old Snow Interface,24,9400.0,4800.0,"41.891545077215, -111.662099348620",12,Northeast,13
Logan,2021,Natural,Facets,14,8200.0,480.0,"41.889373868647, -111.640448557440",12,North,15
Salt Lake,2021,Skier,Facets,48,10000.0,2400.0,"40.593790921822, -111.650563109450",12,East,18
Salt Lake,2021,Snowboarder,Facets,60,9800.0,6000.0,"40.613956105663, -111.558566080650",12,Northeast,18
Uintas,2021,Natural,Facets,36,9600.0,2400.0,"40.487251329490, -111.040062891650",12,Northeast,18
Uintas,2021,Natural,Facets,36,9900.0,1200.0,"40.396690767668, -111.183571802750",12,Northeast,18
Uintas,2021,Snowmobiler,Facets,20,10000.0,1200.0,"40.393406400428, -111.169568995320",12,East,18
Salt Lake,2021,Unknown,Facets,24,10000.0,9600.0,"40.612250183282, -111.644697418490",12,Northeast,18
Logan,2021,Unknown,Facets,36,8800.0,3000.0,"41.886625109232, -111.649568068100",12,North,18
Uintas,2021,Natural,Facets,42,10600.0,3600.0,"40.832872217491, -111.002576338450",12,North,18
Uintas,2021,Natural,Facets,42,10200.0,2400.0,"40.833943738953, -110.960583674110",12,East,18
Uintas,2021,Natural,Facets,120,10600.0,4800.0,"40.841646311749, -111.020085798900",12,Northeast,18
Skyline,2021,Natural,Facets,18,9900.0,2400.0,"39.606666869262, -111.290602671280",12,Northeast,18
Uintas,2021,Snowmobiler,Facets,36,9900.0,1800.0,"40.747303060183, -111.122567882890",12,Northeast,23
Salt Lake,2021,Skier,Ground Interface,24,9300.0,18000.0,"40.682515949324, -111.683149324960",12,Northeast,27
Uintas,2021,Natural,Facets,36,9700.0,3000.0,"40.485546925210, -111.040148722320",12,Northeast,27
Moab,2021,Natural,Unknown,84,12000.0,8400.0,"38.527833075651, -109.234185206350",12,North,31
Moab,2021,Natural,Facets,60,11700.0,9600.0,"38.525751524712, -109.238562571450",12,Northwest,31
Moab,2021,Natural,Depth Hoar,5,11000.0,10800.0,"38.505815842184, -109.239807116450",12,Northeast,31
Moab,2021,Natural,Facets,54,11200.0,8400.0,"38.460979312643, -109.249870033050",12,Northeast,31
Moab,2021,Natural,Facets,36,10800.0,4800.0,"38.502951244351, -109.252424227650",12,Northwest,31
Moab,2021,Natural,Facets,84,11000.0,3000.0,"38.531146751143, -109.271478640470",12,North,31
Logan,2021,Natural,Facets,72,9400.0,7200.0,"41.892024274736, -111.662077890940",12,Northeast,26
Skyline,2022,Snowmobiler,Facets,60,9900.0,12000.0,"39.230593250985, -111.513290392500",1,Northeast,1
Southwest,2022,Snowmobiler,Facets,60,10400.0,3600.0,"38.735759920015, -111.658773409440",1,Northeast,3
Southwest,2021,Snowmobiler,Facets,60,10400.0,3600.0,"38.731348804372, -111.644825922560",12,Northeast,30
Logan,2022,Natural,Ground Interface,15,5900.0,1200.0,"41.826147664174, -111.600236879900",1,West,6
Uintas,2022,Natural,Ground Interface,54,10400.0,12000.0,"40.839723162138, -111.069331156400",1,East,6
Uintas,2022,Natural,Ground Interface,48,10300.0,12000.0,"40.839828173329, -111.108663069380",1,Northeast,7
Uintas,2022,Unknown,Facets,30,10700.0,6000.0,"40.854756613515, -110.705065956510",1,North,17
Provo,2022,Skier,Facets,10,9800.0,18000.0,"39.996224235787, -111.621243940910",2,North,12
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12,10600.0,1800.0,"40.537498022761, -111.674534069610",2,West,18
Skyline,2022,Natural,Unknown,6,10800.0,8400.0,"39.374203239956, -111.423468577030",2,Northeast,20
Skyline,2022,Natural,Facets,6,10200.0,2400.0,"39.508198420723, -111.319313036560",2,Northeast,17
Logan,2022,Skier,Facets,10,8600.0,1200.0,"41.945999234649, -111.717591570920",2,North,23
Salt Lake,2022,Skier,New Snow,5,11000.0,1200.0,"40.592065817164, -111.666168133970",2,South,24
Skyline,2022,Natural,Facets,36,10500.0,6000.0,"39.521176574746, -111.295495020510",2,Northeast,23
Skyline,2022,Skier,Facets,30,9600.0,4800.0,"39.464677435648, -111.340813624010",2,Northeast,24
Skyline,2022,Snowmobiler,Facets,20,10000.0,4800.0,"39.571609420006, -111.285881983410",2,Northeast,24
Skyline,2022,Snowmobiler,Facets,18,9600.0,960.0,"39.602301226460, -111.282191263790",2,Northeast,24
Uintas,2022,Snowmobiler,Facets,20,10800.0,2400.0,"40.827839081965, -110.961184488950",2,Northeast,25
Salt Lake,2022,Skier,Facets,6,7000.0,240.0,"40.726597026301, -111.667682962910",2,Northeast,25
Salt Lake,2022,Snowboarder,Facets,18,9200.0,1200.0,"40.566176629943, -111.680724608010",2,North,25
Skyline,2022,Snowmobiler,Facets,30,10000.0,4800.0,"39.307955765348, -111.466984736060",2,Northeast,25
Skyline,2022,Natural,Facets,24,10200.0,2400.0,"39.254756402757, -111.477413164720",2,Northeast,23
Uintas,2022,Snowboarder,Facets,10,10200.0,4800.0,"40.850729661947, -111.068880545290",2,Northeast,25
Logan,2022,Snowmobiler,New Snow/Old Snow Interface,8,9000.0,2400.0,"41.893444674591, -111.662271009980",2,East,26
Moab,2022,Skier,Facets,24,10600.0,840.0,"38.453958390505, -109.252896296430",2,West,27
Skyline,2022,Snowmobiler,Facets,18,10000.0,2100.0,"39.422478493439, -111.350898729910",2,Northeast,27
Uintas,2022,Natural,Facets,24,10200.0,4800.0,"40.833075665844, -110.992920386010",3,Northeast,1
Provo,2022,Natural,Facets,48,11100.0,27000.0,"39.820963498693, -111.760654436640",3,Northeast,1
Skyline,2022,Snowmobiler,Facets,20,10200.0,4800.0,"39.529702652382, -111.306266771920",3,Northwest,3
Skyline,2022,Snowmobiler,Facets,20,10600.0,3600.0,"39.478179362319, -111.323690401680",2,Northeast,26
Skyline,2022,Snowmobiler,Facets,24,10400.0,4800.0,"39.473373873448, -111.310043322200",2,Northeast,25
Skyline,2022,Natural,Facets,24,10300.0,8400.0,"39.495770890713, -111.323261248230",2,Northwest,23
Skyline,2022,Unknown,Facets,24,10400.0,7200.0,"39.515487895147, -111.302618967650",3,East,1
Skyline,2022,Snowmobiler,Facets,18,10300.0,4800.0,"39.537977253972, -111.290388094550",2,Northeast,26
Moab,2022,Natural,Facets,36,11300.0,3600.0,"38.445186337530, -109.242811190530",3,Northwest,5
Moab,2022,Natural,Facets,36,11200.0,7200.0,"38.444984668602, -109.248604762010",3,Northeast,5
Uintas,2022,Snowmobiler,Facets,24,10400.0,1800.0,"40.876615150628, -110.999629736200",3,Northeast,7
Skyline,2022,Snowmobiler,Facets,24,10200.0,2400.0,"39.199554495995, -111.517324434840",3,Northeast,7
Skyline,2022,Snowmobiler,Facets,24,10000.0,3000.0,"39.205607049355, -111.516551958650",3,Northeast,7
Uintas,2022,Snowmobiler,New Snow/Old Snow Interface,18,9900.0,600.0,"40.397409285428, -111.181790815970",3,North,7
Uintas,2022,Natural,Facets,24,9200.0,2400.0,"40.702053517527, -111.058681249900",3,North,9
Logan,2022,Natural,Facets,18,8700.0,6000.0,"41.649092612054, -112.010915266520",3,Northeast,9
Logan,2022,Natural,Facets,24,8600.0,7200.0,"41.629079329983, -111.998255239970",3,Northeast,9
Salt Lake,2022,Natural,Facets,20,7600.0,2400.0,"40.723461851267, -111.678529247760",3,Northwest,9
Salt Lake,2022,Natural,Facets,20,7800.0,2400.0,"40.716334703760, -111.674258947550",3,Northwest,9
Logan,2022,Snowmobiler,New Snow/Old Snow Interface,12,9600.0,4800.0,"41.918599525959, -111.675016867210",3,East,10
Skyline,2022,Snowmobiler,Facets,60,10800.0,4800.0,"39.431190146916, -111.326093660950",3,Northeast,11
Skyline,2022,Snowmobiler,Facets,36,10500.0,4800.0,"39.464729341389, -111.319313036560",3,Northeast,11
Skyline,2022,Snowmobiler,Facets,36,10200.0,1800.0,"39.220303935737, -111.512475000950",3,Northeast,11
Uintas,2022,Snowmobiler,Facets,30,10200.0,3000.0,"40.871594055339, -110.985435374380",3,North,12
Logan,2022,Skier,Facets,20,8700.0,3600.0,"41.678837047447, -111.718447195590",3,North,12
Logan,2022,Natural,Facets,24,9500.0,7200.0,"41.704516212992, -111.712117182320",3,Northeast,8
Logan,2022,Natural,New Snow/Old Snow Interface,12,9500.0,6000.0,"41.702398935979, -111.711494909820",3,Southeast,9
Salt Lake,2022,Skier,Facets,21,9400.0,3000.0,"40.603264813958, -111.623411165800",3,Northeast,12
Uintas,2022,Skier,Facets,24,10200.0,3600.0,"40.870622753089, -111.026158320100",3,Northeast,14
Salt Lake,2022,Skier,Facets,36,9800.0,18000.0,"40.606095469118, -111.681452769480",3,Northeast,14
Uintas,2022,Snowboarder,Facets,24,9200.0,4800.0,"40.772824145085, -111.124606119780",3,Northeast,14
Logan,2022,Snowmobiler,Facets,24,9000.0,10800.0,"42.103380773280, -111.581997858600",3,North,18
Logan,2022,Snowmobiler,Facets,24,8700.0,4200.0,"41.978690618334, -111.637959467490",3,North,20
Salt Lake,2022,Skier,Density Change,12,10400.0,4800.0,"40.593693746252, -111.661026465010",3,Northeast,21
Skyline,2022,Snowmobiler,Facets,36,10200.0,4800.0,"39.518296428474, -111.290216433170",3,Northeast,19
Logan,2022,Natural,Facets,36,8600.0,21000.0,"41.682981738726, -112.028145777250",3,Northeast,26
Logan,2022,Natural,Facets,36,8400.0,15000.0,"41.654642671112, -112.011151300920",3,Northeast,27
Skyline,2022,Snowmobiler,Facets,36,10500.0,6000.0,"39.512601994738, -111.300988184570",3,Northeast,26
Salt Lake,2022,Natural,Unknown,8,9300.0,1800.0,"40.694842425652, -111.604399668300",3,Northeast,30
Logan,2022,Natural,Facets,24,8900.0,7200.0,"41.680481734623, -111.722288118900",3,North,27
Skyline,2022,Snowmobiler,Facets,48,10400.0,6000.0,"39.519438569734, -111.292405115710",4,Northeast,2
Ogden,2022,Unknown,Unknown,9,9200.0,3000.0,"41.294055282967, -111.889400469330",4,Northeast,5
Salt Lake,2022,Skier,New Snow/Old Snow Interface,18,10200.0,4800.0,"40.599331139718, -111.642529951650",4,North,12
Salt Lake,2022,Natural,New Snow/Old Snow Interface,5,9100.0,1200.0,"40.695927613791, -111.604056345540",4,Northeast,15
Salt Lake,2022,Natural,New Snow/Old Snow Interface,5,9000.0,1200.0,"40.695304566966, -111.603198038660",4,North,15
Logan,2022,Unknown,New Snow/Old Snow Interface,20,9200.0,9600.0,"41.676950072213, -111.717808871760",4,North,16
Uintas,2022,Natural,Facets,96,10500.0,6000.0,"40.814458825661, -110.955820070910",4,Northeast,11
Salt Lake,2022,Natural,Density Change,18,10600.0,7200.0,"40.546198993999, -111.709456430980",4,Northeast,23
Salt Lake,2022,Unknown,Unknown,8,10500.0,6000.0,"40.544307552500, -111.709113108240",4,Northeast,24
Skyline,2022,Natural,Facets,42,10100.0,5400.0,"39.530894255798, -111.309699999460",4,Northeast,20
Salt Lake,2022,Skier,New Snow/Old Snow Interface,24,10200.0,4800.0,"40.603436687798, -111.676433073590",4,North,25
Salt Lake,2022,Natural,Ground Interface,42,9800.0,9600.0,"40.666122368746, -111.603476988390",5,Northeast,22
Salt Lake,2022,Skier,Density Change,4,9500.0,3600.0,"40.580642212045, -111.631329046800",10,Northeast,23
Salt Lake,2022,Skier,Density Change,10,10200.0,3600.0,"40.599470133750, -111.642401205600",11,North,3
Skyline,2022,Snowmobiler,Facets,54,10200.0,9600.0,"39.554402173754, -111.305279718990",3,Northeast,12
Salt Lake,2022,Skier,New Snow/Old Snow Interface,24,9600.0,1800.0,"40.612455890896, -111.532645481220",11,Northeast,9
Uintas,2022,Skier,New Snow/Old Snow Interface,16,9500.0,1200.0,"40.485431154708, -111.044847952520",11,Northwest,12
Salt Lake,2022,Skier,Unknown,8,10600.0,6000.0,"40.535006203149, -111.695251452040",11,Northeast,16
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12,8600.0,360.0,"40.658390279374, -111.633689390730",11,North,29
Salt Lake,2022,Skier,Facets,16,9300.0,480.0,"40.595208536953, -111.629633890700",11,East,29
Salt Lake,2022,Natural,Facets,20,10100.0,3000.0,"40.583592695675, -111.596445814010",11,Northeast,30
Salt Lake,2022,Natural,New Snow,12,9000.0,3000.0,"40.649680496026, -111.617188440870",12,Northeast,1
Salt Lake,2022,Skier,Facets,36,9400.0,4800.0,"40.646092796079, -111.597976250820",12,Northeast,2
Salt Lake,2022,Skier,Facets,15,9600.0,1200.0,"40.603559381969, -111.567943083360",12,North,2
Salt Lake,2022,Skier,Facets,15,9600.0,1200.0,"40.603559381969, -111.567943083360",12,North,2
Salt Lake,2022,Natural,Facets,20,8000.0,720.0,"40.639935393249, -111.616008268910",12,West,1
Skyline,2022,Natural,Facets,18,10300.0,8400.0,"39.535076291135, -111.280839430450",12,Northeast,2
Salt Lake,2022,Skier,Facets,14,8200.0,240.0,"40.622038573799, -111.615879522890",12,Northeast,2
Logan,2022,Snowmobiler,Facets,30,9500.0,8400.0,"41.711250264560, -111.716279970710",12,East,2
Logan,2022,Unknown,Surface Hoar,12,6500.0,600.0,"41.888232526881, -111.602382647120",12,East,2
Logan,2022,Natural,Facets,36,9400.0,7200.0,"41.891504744912, -111.661949144900",12,East,3
Salt Lake,2022,Unknown,Facets,14,8400.0,3000.0,"40.728962912393, -111.614656435570",12,North,2
Moab,2022,Natural,Facets,18,11500.0,8400.0,"38.444413270243, -109.242811190540",12,Northwest,2
Salt Lake,2022,Skier,Facets,36,9100.0,9600.0,"40.674298811742, -111.656563269220",12,Northeast,3
Uintas,2022,Natural,Facets,30,9800.0,3600.0,"40.462466653278, -111.130292402890",12,East,3
Skyline,2022,Snowmobiler,Facets,20,10600.0,1200.0,"39.430618077588, -111.348098503700",12,Northeast,4
Salt Lake,2022,Unknown,Facets,48,9700.0,6000.0,"40.613193989320, -111.556892382230",12,East,3
Uintas,2022,Unknown,Facets,24,10000.0,1200.0,"40.382080009707, -111.173980223310",12,Northeast,4
Salt Lake,2022,Skier,New Snow,10,9600.0,2100.0,"40.584530078267, -111.587762398900",12,East,5
Salt Lake,2022,Skier,Facets,36,9700.0,4800.0,"40.633080126568, -111.563780294990",12,East,5
Salt Lake,2022,Unknown,Facets,12,9900.0,7200.0,"40.653750392039, -111.593842493620",12,East,6
Salt Lake,2022,Natural,New Snow/Old Snow Interface,14,9700.0,5400.0,"40.572611876462, -111.588449044400",12,Northeast,6
Logan,2022,Unknown,Surface Hoar,12,7400.0,2400.0,"41.687629325011, -111.727609621570",12,West,2
Salt Lake,2022,Unknown,Facets,12,7500.0,2400.0,"40.627225979747, -111.508355127910",12,West,6
Moab,2022,Natural,Facets,48,11600.0,3600.0,"38.442341913272, -109.261329161560",12,Northeast,7
Provo,2022,Unknown,Facets,8,7900.0,1200.0,"40.563548005780, -111.552804695680",12,North,2
Provo,2022,Unknown,Facets,8,7900.0,360.0,"40.563364491077, -111.553394781670",12,North,2
Salt Lake,2022,Unknown,New Snow/Old Snow Interface,12,9900.0,4800.0,"40.638404570253, -111.576311575490",12,Northeast,10
Salt Lake,2022,Skier,Density Change,15,9200.0,240.0,"40.664703792556, -111.614098536090",12,Northeast,10
Salt Lake,2022,Skier,New Snow/Old Snow Interface,12,9600.0,1200.0,"40.603966663909, -111.567943083380",12,North,10
Salt Lake,2022,Skier,Facets,18,7500.0,600.0,"40.627411736627, -111.509299265470",12,East,12
Salt Lake,2022,Unknown,Facets,24,7200.0,120.0,"40.737794134613, -111.611738192150",12,North,12
Ogden,2022,Skier,Facets,18,7500.0,1500.0,"41.377532619915, -111.941242205180",12,Northeast,12
Logan,2022,Snowboarder,Depth Hoar,24,7100.0,1200.0,"41.953201208357, -111.544876085840",12,East,13
Salt Lake,2022,Skier,Facets,36,7800.0,2400.0,"40.570553408405, -111.692740904380",12,North,13
Logan,2022,Snow Bike,Facets,24,7800.0,1200.0,"41.920653255983, -111.465568529700",12,East,11
Moab,2022,Natural,Facets,36,11100.0,1200.0,"38.446556830954, -109.256823050420",12,Northwest,13
Moab,2022,Natural,Facets,30,11200.0,9600.0,"38.449212035922, -109.261887061030",12,Northeast,13
Moab,2022,Natural,Facets,30,10800.0,2400.0,"38.449138094427, -109.259955870540",12,Northeast,13
Logan,2022,Natural,Facets,24,7400.0,15000.0,"41.657685551077, -112.002954470180",12,East,13
Provo,2022,Natural,Facets,48,10200.0,9600.0,"40.492378626959, -111.692386386570",12,East,15
Moab,2022,Natural,Facets,24,10400.0,7200.0,"38.462141317476, -109.273860442090",12,North,13
Uintas,2022,Snowmobiler,Facets,36,9900.0,3600.0,"40.747110147771, -111.122632013940",12,Northeast,16
Uintas,2022,Unknown,Facets,36,9600.0,1800.0,"40.826978032508, -110.989165293380",12,East,13
Ogden,2022,Skier,Facets,36,8000.0,1200.0,"41.373240549207, -111.933510614580",12,Northeast,15
Skyline,2022,Snowmobiler,Facets,30,10100.0,1200.0,"39.296786642067, -111.459088312720",12,North,16
Uintas,2022,Snowmobiler,Facets,48,10100.0,4800.0,"40.877634066807, -111.000280367540",12,Northeast,16
Uintas,2022,Unknown,Facets,60,10200.0,3600.0,"40.403811261835, -111.186017977370",12,Southeast,17
Uintas,2022,Unknown,Unknown,48,10200.0,2100.0,"40.391597089310, -111.178357588430",12,Northeast,17
Skyline,2022,Snowmobiler,Facets,24,10500.0,3000.0,"39.042135678984, -111.518719183520",12,Northeast,17
Logan,2022,Natural,Facets,48,8400.0,15000.0,"41.674518592204, -111.755933748770",12,Northwest,15
Uintas,2022,Snowmobiler,Facets,30,10200.0,2400.0,"40.392948682888, -111.170439707420",12,Northeast,18
Logan,2022,Natural,Facets,24,7400.0,6000.0,"41.923839329855, -111.438446032140",12,East,21
Salt Lake,2022,Natural,Unknown,12,9800.0,2400.0,"40.598222995636, -111.622102247780",12,Southeast,22
Uintas,2022,Natural,Facets,30,9600.0,4800.0,"40.834269961034, -111.032595621740",12,Northeast,21
Logan,2022,Natural,Facets,16,6200.0,720.0,"41.957254381042, -111.405680166820",12,East,21
Uintas,2022,Explosive,Facets,48,10000.0,4800.0,"40.845396952436, -111.059192406330",12,Northeast,24
Skyline,2022,Natural,Facets,30,10100.0,6000.0,"39.510811352176, -111.320235716460",12,East,22
Logan,2022,Natural,Ground Interface,8,6500.0,2400.0,"41.899407853325, -111.566355215640",12,East,27
Ogden,2022,Skier,Facets,24,7100.0,7200.0,"41.361339762640, -111.924430506720",12,East,28
Salt Lake,2022,Skier,Density Change,18,10000.0,8400.0,"40.652635265222, -111.593145119270",12,East,29
Salt Lake,2022,Unknown,Facets,42,8000.0,1500.0,"40.662817227671, -111.661927687230",12,Northwest,28
Logan,2022,Natural,Facets,36,8500.0,27000.0,"41.677180699017, -112.027609335430",12,East,31
Logan,2022,Natural,Facets,36,8500.0,27000.0,"41.672212198912, -112.027137266650",12,East,31
Salt Lake,2022,Unknown,New Snow/Old Snow Interface,24,9400.0,240.0,"40.638323410467, -111.585109221050",12,North,31
Moab,2022,Natural,Facets,48,11500.0,6000.0,"38.442309732489, -109.251372374930",12,Northwest,27
Moab,2022,Natural,Facets,48,11700.0,3600.0,"38.441331899423, -109.253131904040",12,Unknown,27
Moab,2022,Natural,Facets,48,11800.0,2400.0,"38.440754361070, -109.256307639510",12,Northeast,27
Moab,2022,Natural,Facets,48,11800.0,2400.0,"38.441781093462, -109.257165946390",12,Northeast,27
Moab,2022,Natural,Facets,48,11800.0,4800.0,"38.442645859771, -109.263689078710",12,Northeast,27
Moab,2022,Natural,Facets,48,1578.8350062525,92275.9421140871,"38.446266765388, -109.262873687170",12,Southeast,27
Moab,2022,Natural,Facets,48,11100.0,2400.0,"38.448035901271, -109.259955443770",12,East,27
Moab,2022,Natural,Facets,48,11200.0,9600.0,"38.448393389662, -109.260985412030",12,Northeast,27
Moab,2022,Natural,Facets,48,11200.0,8400.0,"38.449193913134, -109.261929549590",12,Unknown,27
Moab,2022,Natural,Facets,48,11700.0,7200.0,"38.462447805847, -109.239656485940",12,Southwest,27
Moab,2022,Natural,Facets,48,10800.0,6000.0,"38.453217783632, -109.266263999370",12,North,27
Moab,2022,Natural,Unknown,18,11600.0,12000.0,"38.447712021379, -109.263174094580",10,Northeast,25
Salt Lake,2023,Skier,New Snow,18,9400.0,360.0,"40.692151430573, -111.599557502190",1,North,1
Ogden,2022,Skier,Unknown,36,9300.0,12000.0,"41.368111225851, -111.962871538670",12,Northeast,31
Logan,2023,Unknown,Facets,72,8900.0,8400.0,"41.706897607842, -111.689801203320",1,East,1
Ogden,2022,Natural,Facets,48,7800.0,3600.0,"41.363394732785, -111.932466017280",12,Northeast,31
Skyline,2023,Snowmobiler,Facets,72,10000.0,7200.0,"39.307969047988, -111.466984736050",1,Northeast,2
Uintas,2023,Snowmobiler,Facets,24,9600.0,1200.0,"40.532883904947, -111.007075771910",1,Northwest,2
Uintas,2023,Unknown,Facets,24,8300.0,1200.0,"40.513815977446, -111.076798426300",1,Northeast,3
Moab,2023,Natural,Facets,72,11700.0,6000.0,"38.442711652750, -109.259161936690",1,North,2
Moab,2023,Natural,Facets,60,11800.0,4800.0,"38.440554112152, -109.257895934030",1,Northeast,2
Skyline,2023,Natural,Facets,42,10400.0,7200.0,"39.415424063264, -111.387398230170",1,Northeast,1
Uintas,2023,Natural,Facets,36,9600.0,4200.0,"40.364057285011, -111.154561030050",1,North,2
Moab,2023,Natural,Facets,60,11200.0,8400.0,"38.445431070422, -109.249119746120",1,Northeast,2
Moab,2023,Natural,Facets,72,11600.0,12000.0,"38.443884932811, -109.242768275180",1,Northwest,2
Moab,2023,Natural,New Snow,24,12000.0,5400.0,"38.441498438002, -109.257144915510",1,Northeast,4
Uintas,2023,Unknown,Facets,36,10100.0,4800.0,"40.872400169127, -110.974556334610",1,Northeast,1
Uintas,2023,Natural,Density Change,12,10600.0,480.0,"40.860141045874, -111.002494000250",1,North,5
Uintas,2023,Unknown,Facets,36,10200.0,3000.0,"40.871466277136, -110.984062083360",1,North,1
Salt Lake,2023,Natural,New Snow,14,8900.0,1800.0,"40.615085607683, -111.681858450320",1,Northeast,6
